LEVEL_3_CO,ID,LEVEL_NAME,REGION_NAM,CONTINENT,THREEREALM,REALM_LONG,NEOPALEO,AREA_M2,AREA_KM2,PERIMETER,LAT,LONG,X_COORD,Y_COORD,ISISLAND,PALMSR,PalmPresAbs,srtm_alt_mean,srtm_alt_median,srtm_alt_min,srtm_alt_max,alt_min0,alt_range,soilcount,PREC_Sum,PREC_CV,P_drie_quart,Tmean_mean,T_cold_quart,Temp_SD,Tmin_cold_month,GPP_mean,GPP_median,GPP_min,GPP_max,GPP_range,GPP_SD,NPP_mean,NPP_median,NPP_min,NPP_max,NPP_range,NPP_SD,GeologicalOrigin,Geology_3categ,DistToCont_m,DistToCont_km,NearestMainland,ensLGM_Pmean,ensLGM_Tmean,ensLGM_Pano,ensLGM_Tano,ccLGM_Tmean,ccLGM_Pmean,miLGM_Tmean,miLGM_Pmean,ccAnoTmean,ccAnoTmedian,miAnoTmean,miAnoTmedian,ccAnoPmean,ccAnoPmedian,miAnoPmean,miAnoPmedian,PLIO_PREC_30s,PLIO_TEMP_30s,PLIO_P_ANOM,PLIO_T_ANOM,Plio_Wmm_mean,Plio_Cmm_mean,Mio_Prec_Mean,Mio_Temp_Mean,VelocityMean,VelocityMedian,VelocityMeanLog,CH_Extent,CH_Mean,CH_Range,CH_CV,CH_Min,CH_Max,CH_Median,CH_SD,CH_Majority,CH_Sum,CH_Variety,CH_PercCover,CH_PercQuart4
SEL,290,Selvagens,Macaronesia,AFRICA,OWEast,Palearctic,Old World,1863777.071,1.863777071,6250.62689,30.14296023,-15.86268648,-1530531.613,3674625.583,1,0,0,84,84,84,84,84,0,1,373,80,6,193.3333333,165,2502,135,2513.5,0,0,5027,5027,2513.5,3409,3409,3409,3409,0,0,volcanic,volcanic,372949.4678,372.9494678,MOR,587,178,-214,15,184,601,172,573,9,9,,,-228,-228,,,277,225,96,-32,0,0,0,0,52.15972587,50.15592194,1.692612493,1,,,,,,,,,,,,
SEN,291,Senegal,West Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,1.96061E+11,196061.3783,3342330.337,14.36697954,-14.46817708,-1395786.365,1813184.952,0,10,1,53.5023,49,-7,499,0,499,12,668.2736,136.5029,0.4099,276.3872583,246.9189,2218.1555,152.1108,4481.24,4319,0,25113,25113,2685.37,1064.85,827,0,9624,9624,1029.09,mainland,mainland,,,,896.2498,248.9842,-228.1522,27.4066,250.7567,651.7326,247.7118,1141.2556,25.642,26,28.6723,31,16.5405,28,-473.3648,-386,696.206,327.252,-27.935,-50.9014,34.1925,28.1737,3.70882,28.6603,,,,1,4.93134,23,0.660410761,1,24,4,3.25671,4,97463,16,0.028197347,0.000165497
SEY,292,Seychelles,Western Indian Ocean,AFRICA,OWWest,Afrotropics,Old World,328531054.4,328.5310544,140606.721,-4.702082011,55.52213886,5357112.431,-599117.3115,1,6,1,164.07,129,-20,757,0,757,1,2236.7626,48.2802,233.3774,255.527875,247.9455,610.2607,228.8988,18667,19505,0,39941,39941,16199.9,14634.1,17588,1777,19633,17856,4737.97,continental,continental,1248493.25,1248.49325,SOM,2619.3455,238.1087,-403.4786,19.2724,238.5411,3052.239,237.5821,2192.1184,18.284,20,18.3944,23,-839.9494,-851,28.892,23,7611.13,303.927,-5405.5,-48.4135,0,0,0,0,8.634519909,8.991746902,0.920702963,1,,,,,,,,,,,,
SGE,293,South Georgia,Subantarctic Islands,ANTARCTIC,NewWorld,Antarctica,New World,3614493733,3614.493733,662380.2752,-54.35797987,-36.71862996,-3543089.173,-5957596.575,1,0,0,526.9316,447,-2,2758,0,2758,1,1610.7531,17.5139,299.9857,-7.795725,-39.988,2438.3838,-72.4495,132.127,0,0,8603,8603,730.145,2406.07,2574,32,5624,5592,1124.55,continental,continental,2354075.169,2354.075169,URU,1594.4816,-40.6608,11.8558,34.6422,-60.0051,1417.1893,-21.3935,1773.7578,53.6597,55,16.1225,17,190.6309,190,-170.1664,-173,2798.96,41.0413,-1187.69,-48.6532,5.92,1.72,0,0,1.147756696,1.147756696,0.05964533,1,,,,,,,,,,,,
SIC,294,Sicilia,Southeastern Europe,EUROPE,OWWest,Palearctic,Old World,26048286567,26048.28657,1144497.612,37.56597162,14.14648274,1365035.034,4463429.834,1,1,1,425.0179,364,-13,3237,0,3237,8,518.7434,60.016,28.5502,156.580175,92.8559,5470.8306,58.4158,10244.1,10198,0,35652,35652,3713.56,6286,6253,285,21903,21618,1421.09,continental,continental,2288.820874,2.288820874,ITA,515.5149,127.8169,2.9238,29.1321,124.6665,291.941,131.4424,739.7006,32.2941,32,25.5559,26,226.5582,223,-221.3038,-218,913.166,209.573,-394.669,-53.0029,26.535,16.035,2.19,23.616,0.851721826,0.727738053,-0.119927261,1,23.5801,56,0.439582529,3,59,21,10.3654,21,202789,21,0.075899319,0.029865499
SIE,295,Sierra Leone,West Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,72497693688,72497.69369,1530785.396,8.560340924,-11.7921029,-1137772.452,1087865.645,0,13,1,199.3126,114,-9,1675,0,1675,6,2728.074,81.4272,54.9249,260.5988667,248.2048,1069.2091,185.4028,18499.6,20641,0,30918,30918,4498.89,6824.24,6750,555,14954,14399,1350.05,mainland,mainland,,,,6014.7173,235.6559,-3264.9805,25.021,236.433,2581.8203,235.3848,9446.4492,24.2365,24,25.2801,25,152.1679,144,-6669.7378,-6722,5025.32,279.989,-2287.05,-19.2924,29.635,25.9133,3.775,25.3,1.382359234,1.335188627,0.073000152,1,15.3288,43,0.296747299,1,44,16,4.54878,19,2152960,35,0.552921447,0.015841397
SIN,296,Sinai,Western Asia,ASIA-TEMPERATE,OWWest,Palearctic,Old World,56690472448,56690.47245,1173399.867,29.70447218,33.76803901,3258259.469,3624807.819,0,2,1,517.6696,459,-8,2494,0,2494,3,46.2592,80.8472,0.0103,188.61075,117.5672,5279.3828,59.1123,68.0871,0,0,6597,6597,391.001,1259.86,1259,508,3839,3331,286.573,mainland,mainland,,,,78.6389,163.8009,-32.204,25.074,168.554,66.0708,159.4722,91.7427,20.2911,20,29.3976,29,-19.7323,-21,-45.1237,-40,135.83,232.579,-87.6639,-43.8724,30.52,11.878,0.256,27.148,5.998566604,6.06555748,0.735656037,1,,,,,,,,,,,,
SOA,297,South Australia,Australia,AUSTRALASIA,OWEast,Australasia,Old World,9.83621E+11,983621.4348,6735878.211,-30.10453814,135.8267162,13102058.94,-3658466.726,0,0,0,175.2158,128,-33,1375,0,1375,11,229.8513,32.0071,36.6175,192.2985167,121.4079,5361.8389,49.8279,3280.23,2665,0,33727,33727,2741.88,1907.94,1355,203,22245,22042,1822.55,mainland,mainland,,,,222.8867,158.9915,7.3425,33.3187,151.9389,261.6041,166.5398,184.6669,40.3899,47,25.7537,26,-31.4397,-33,45.6361,46,796.264,223.603,-566.052,-31.3347,29.1471,11.7274,1.08453,23.8812,2.734830367,2.015055537,0.326228914,1,8.61047,16,0.422156979,1,17,9,3.63497,10,40297,16,0.001190092,
SOC,298,Socotra,Northeast Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,3904257731,3904.257731,386577.7545,12.49161517,53.78349657,5189359.666,1581321.396,1,0,0,307.5391,277,-13,1439,0,1439,2,94.0866,64.5302,9.6666,255.2936167,232.3092,1908.4723,191.3399,5210.97,5190,0,19009,19009,3064.2,3639.44,3267,1342,10278,8936,1319.28,continental,continental,91481.78408,91.48178408,SOM,57.1734,230.0836,36.1163,25.8982,229.9803,46.9154,230.4609,68.1146,25.8982,27,25.5416,26,46.5625,44,25.0688,24,744.698,292.089,-649.367,-36.8011,31.23,26.5,0,0,10.56233414,10.85159588,0.972441659,1,,,,,,,,,,,,
SOL,299,Solomon Is.,Papuasia,ASIA-TROPICAL,OWEast,Oceania,Old World,36875735621,36875.73562,4516971.505,-8.147972776,158.3400507,15276858.78,-1034940.432,1,35,1,287.8263,182,-20,2641,0,2641,9,3278.6606,23.5255,653.1301,252.9757833,246.3578,431.8232,212.1676,29828.9,33633,0,37766,37766,8947.05,14044.6,15704,0,17892,17892,3146.34,volcanic,volcanic,1116279.591,1116.279591,QLD,3527.4871,236.6826,-251.8594,17.1013,235.0684,2904.0767,238.6406,4152.6367,18.6282,20,15.1438,15,371.1859,383,-873.2121,-867,10841.4,308.984,-7568.37,-55.9291,30.48,29.48,13.14,30.1493,0.883085132,0.825335205,-0.072428867,1,21.9363,40,0.16364975,1,41,22,3.58987,23,605002,33,0.213637807,0.100064293
SOM,300,Somalia,Northeast Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,6.36285E+11,636284.7205,5472466.415,6.063713497,45.86255927,4424060.471,768056.7507,0,7,1,421.0592,305,-10,2434,0,2434,16,269.1221,104.8832,8.3495,263.8726833,242.6047,1621.1226,177.8038,4199.49,3287,0,36045,36045,3396.28,2114.53,1625,0,18583,18583,1412.8,mainland,mainland,,,,249.8359,232.7738,18.9835,31.1902,232.1281,189.2072,233.904,310.9543,31.8339,32,30.0639,30,79.6853,46,-42.2314,-26,1240.23,299.223,-971.183,-35.3261,31.7647,24.9292,0.656343,29.4669,1.139730786,0.698250353,-0.079835583,1,14.3646,2,0.050360957,14,16,14,0.723415,14,1379,3,4.32242E-05,
SPA,301,Spain,Southwestern Europe,EUROPE,OWWest,Palearctic,Old World,4.94021E+11,494020.6228,4496534.363,40.39417332,-3.551694381,-343136.3533,4737686.214,0,1,1,697.3826,689,-14,3353,0,3353,16,614.3222,37.0192,80.0428,130.1395083,59.0264,5867.5928,12.6393,8286.36,7033,0,37695,37695,4999.63,5102.4,4349,176,23087,22911,2846.46,mainland,mainland,,,,942.689,104.7586,-327.6891,25.4923,99.3309,980.9763,110.6652,905.0683,30.9055,30,19.6071,20,-365.8815,-329,-290.1461,-263,1818.52,152.031,-1203.8,-21.7895,24.2949,6.9751,1.51283,18.7786,7.079664172,6.332141161,0.756772079,1,22.1551,55,0.189001178,1,56,22,4.18734,23,7109830,47,0.143478863,0.069672054
SRL,302,Sri Lanka,Indian Subcontinent,ASIA-TROPICAL,OWEast,IndoMalay,Old World,66288621746,66288.62175,1765948.634,7.612362427,80.70426262,7786880.616,967990.7087,1,18,1,175.1526,75,-11,2406,0,2406,10,1881.0284,65.6317,187.6699,265.0320083,249.2907,1096.8612,210.2002,22144.2,24353,0,38512,38512,7653.68,9678.57,9176,586,18511,17925,2834.4,continental,continental,24416.06583,24.41606583,IND,1454.3324,248.6452,423.9421,16.5438,250.4482,1608.1031,247.3119,1301.6733,14.7483,15,17.8789,18,269.9692,265,576.9116,534,6131.61,305.128,-4251.61,-40.0604,30.642,28.572,2.984,28.541,2.219771611,1.809707165,0.261377086,1,14.7007,31,0.535402396,1,32,11,7.87079,9,1849150,31,0.54279599,0.163800655
SSA,303,South Sandwich Is.,Subantarctic Islands,ANTARCTIC,NewWorld,Antarctica,New World,279111150.9,279.1111509,193073.0489,-58.17279839,-26.6530596,-2572006.967,-6228224.843,1,0,0,189.401,81,1,1328,1,1327,1,3843.0676,22.9034,672.4927,112.2734833,67.161,3570.8101,42.9678,0,0,0,0,0,0,,,,,,,volcanic,volcanic,3198561.349,3198.561349,BZS,3471.708,75.6596,365.277,36.9903,59.7281,3185.3579,90.9728,3765.5559,52.3575,55,23.1834,24,657.7971,646,74.1755,62,2674.1,35.4516,1169.01,76.4028,0,0,0,0,3.924726466,4.023097515,0.491901717,1,,,,,,,,,,,,
STH,304,St.Helena,Middle Atlantic Ocean,AFRICA,OWEast,Afrotropics,Old World,133031223.9,133.0312239,45842.07269,-15.96202459,-5.717275315,-551638.4328,-2010767.345,1,0,0,326.4364,350,-2,718,0,718,1,627.497,41.7455,73.4667,188.5702083,165.5455,1890.0061,155.0182,10540.7,6260,0,35937,35937,10851.2,8297.2,5794,1280,20609,19329,6259.19,volcanic,volcanic,1671869.354,1671.869354,ANG,635.3523,170.9886,-8.6606,17.8727,170.1136,625.9602,170.1136,651.2386,17.8727,18,17.6713,16,3.697,3,-21.5804,-20,227.739,240.553,400.993,-52.4324,0,0,0,0,0.433486342,0.433486342,-0.396538834,1,,,,,,,,,,,,
SUD,305,Sudan,Northeast Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,2.48695E+12,2486953.11,8105115.978,13.83173564,30.05016106,2898550.311,1729994.191,0,6,1,526.9196,482,-10,3063,0,3063,21,413.8888,126.7227,3.8345,267.837475,225.2011,3082.0916,136.6167,4181.23,2370,0,28916,28916,4952.54,3140.65,3028,0,11972,11972,1887.22,mainland,mainland,,,,345.0141,232.8687,68.8254,35.0122,222.5735,259.2033,243.6652,431.2874,45.3074,49,24.2095,23,154.646,8,-17.4456,-51,1920.52,308.997,-1506.82,-41.1189,33.0555,24.1774,4.14455,27.0418,0.337082371,0.337082371,-0.475264726,1,3.60079,43,1.167118882,1,44,2,4.20255,2,201198,24,0.006277835,2.70771E-05
SUL,306,Sulawesi,Malesia,ASIA-TROPICAL,OWEast,Australasia,Old World,1.86001E+11,186000.6602,8015571.105,-2.104047614,121.2948397,11703308.66,-267924.9821,1,59,1,544.9916,378,-132,3306,0,3306,12,2136.3988,31.834,318.8135,240.1116333,233.5668,457.848,191.1817,25593.6,26818,0,40936,40936,6953.83,11559.4,11608,0,20329,20329,2542.05,mixed,continental,619634.8706,619.6348706,WAU,1760.6176,217.3171,376.0712,23.3211,215.786,1539.4639,219.2211,1982.2217,24.8037,25,21.4008,22,596.7009,604,155.1048,178,9866.78,309.341,-7711.54,-69.0577,30.5554,29.3762,6.23029,29.6824,10.92653758,10.96690226,0.979578326,1,25.8299,52,0.38741536,1,53,26,10.0069,29,11085200,53,0.664947847,0.425045398
SUM,307,Sumatera,Malesia,ASIA-TROPICAL,OWEast,IndoMalay,Old World,4.70942E+11,470941.9491,10446171.66,-0.47758812,101.6400768,9806885.413,-60845.74603,1,160,1,286.5633,59,-52,3605,0,3605,14,2632.1801,30.0519,407.5791,254.4515417,250.3901,323.113,203.743,26550,27409,0,42006,42006,6061.56,11461.1,11095,26,20789,20763,2579.31,volcanic,volcanic,18530.93878,18.53093878,MLY,1947.2146,237.2052,684.5722,17.4197,242.9217,1834.6687,231.9733,2060.0896,11.6875,12,22.6618,23,797.0838,915,571.1647,469,9151.87,301.42,-6516.87,-46.8668,30.2992,28.8289,5.27883,28.9646,1.367611035,0.798525453,-0.021100991,1,16.6652,51,0.522920817,1,52,16,8.71458,14,21847400,52,0.802232367,0.186499321
SUR,308,Surinam,Northern South America,SOUTHERN AMERICA,NewWorld,Neotropics,New World,1.45018E+11,145018.241,1930728.34,4.12671321,-55.91158124,-5394704.305,525772.3207,0,55,1,157.068,139,-11,1111,0,1111,7,2250.3608,49.1542,220.8378,263.0556417,255.6507,653.6817,214.3038,24376.4,24721,0,39781,39781,3431.72,9411.54,9309,585,19257,18672,1179.87,mainland,mainland,,,,2150.521,230.7843,99.8125,32.321,229.0867,2183.3982,232.9778,2118.2559,34.0232,35,30.1318,31,66.8824,50,132.3159,116,872.995,310.862,1377.43,-47.7639,32.7593,29.3943,1.88967,31.1093,4.081035503,4.317408085,0.396420835,1,21.2492,51,0.175477194,1,52,22,3.72875,22,9793080,46,0.914580324,0.347941704
SVA,309,Svalbard,Northern Europe,EUROPE,OWWest,Palearctic,Old World,63041238014,63041.23801,13979946.63,78.82964197,18.37439733,1756473.784,7197941.663,1,0,0,378.4798,350,1,2104,1,2103,1,340.9828,20.988,59.5594,-75.01885,-149.6584,6600.2769,-183.9902,24.0561,0,0,3326,3326,110.352,145.927,96,0,2153,2153,154.689,continental,continental,160837.066,160.837066,NOR,158.9337,-296.2054,182.1902,222.2274,-292.4588,116.261,-299.6017,202.3081,217.7514,213,226.4132,222,224.6554,224,138.6733,117,1654.15,36.3662,-1314.93,-111.634,5.12,-3.59654,1.59747,-4.6008,9.336367729,9.796826363,0.931629275,1,,,,,,,,,,,,
SWC,310,Southwest Caribbean,Caribbean,SOUTHERN AMERICA,NewWorld,Neotropics,New World,356835978.8,356.8359788,254080.5688,15.43532421,-85.13841012,-8213537.172,1944177.006,1,1,1,26.12,5,0,295,0,295,2,2299.104,66.144,198.728,263.9573333,245.196,1241.324,206.612,15263.1,14023,0,39964,39964,15245.7,12972.6,13665,2404,19434,17030,3760.5,atoll,atoll,37121.52665,37.12152665,HON,2272.1057,244.9056,71.392,19.324,247.4584,2795.0945,242.0405,1750,17.904,19,20.3212,21,-643.528,-650,848.6476,786,1115.11,288.706,978.461,-27.5696,0,0,0,0,10.11574577,7.758754253,0.904863716,1,18.0804,41,0.457410234,7,48,17,8.27016,12,7196,15,0.310210444,0.09431021
SWE,311,Sweden,Northern Europe,EUROPE,OWWest,Palearctic,Old World,4.46398E+11,446397.6196,8353627.622,62.78774226,16.74115526,1591912.605,6485897.326,0,0,0,333.7948,287,-6,1955,0,1955,8,629.88,29.6511,103.8733,22.35301667,-80.111,8116.9448,-126.385,6874.35,7036,0,20235,20235,3412.91,3996.04,4049,40,13180,13140,1665.17,mainland,mainland,,,,555.0552,-173.8982,74.5695,196.2938,-171.5728,491.4649,-175.7273,619.1439,193.8824,200,198.1924,199,138.2351,166,10.3429,12,2788.22,37.4653,-2161.42,-14.8664,13.5792,-6.4461,2.99953,6.93351,2.438385308,2.438385308,0.368504019,1,20.1297,65,0.238388053,1,66,20,4.79868,21,43343800,63,0.641953151,0.157500961
SWI,312,Switzerland,Middle Europe,EUROPE,OWWest,Palearctic,Old World,41507454840,41507.45484,1471245.935,46.8025828,8.234587383,794412.3413,5340788.669,0,0,0,1301.1796,1081,107,4219,107,4112,10,1330.1048,19.306,269.0902,49.829075,-25.6523,5955.6958,-60.7832,8832.93,10262,0,18889,18889,4826.97,5738.55,6492,0,11560,11560,2404.82,mainland,mainland,,,,1456.8031,-7.3814,-126.8454,57.2629,-41.1177,1392.2385,26.7732,1522.214,90.9563,92,23.1806,24,-62.1082,-52,-193.1387,-163,4615.32,97.3758,-3284.97,-47.4939,18.2017,2.865,4.249,13.445,27.55230681,22.84894371,1.343455704,1,23.9984,58,0.290013918,2,60,24,6.95987,26,2374430,49,0.474214204,0.309132389
SWZ,313,Swaziland,Southern Africa,AFRICA,OWWest,Afrotropics,Old World,17121886873,17121.88687,538425.5987,-26.56211674,31.4971888,3039043.563,-3271232.412,0,1,1,628.8032,507,53,1802,53,1749,9,858.1371,66.6082,44.9272,197.34155,155.8621,2897.8848,77.6046,14841.8,14169,0,30145,30145,3740.41,8833.67,8625,2196,16676,14480,1815.24,mainland,mainland,,,,863.8727,167.7203,-5.8505,29.6813,172.0477,918.7593,164.1076,808.0471,25.4425,26,33.3317,33,-61.527,-56,49.1825,49,3090.63,186.372,-2232.38,10.9581,21.79,9.95,2.577,18.921,2.078660984,1.146612167,0.17582174,1,17.2156,37,0.266016868,5,42,18,4.57964,20,87111,22,0.076473166,0.007450844
TAI,314,Taiwan,Eastern Asia,ASIA-TEMPERATE,OWEast,IndoMalay,Old World,36163957090,36163.95709,1047913.734,23.74831791,120.9593907,11670787.91,2944999.937,1,8,1,786.5926,441,-23,3741,0,3741,15,2522.6184,70.3019,181.2284,190.7382417,142.004,3564.1514,98.4219,17286.8,19294,0,35895,35895,9530.88,10077.5,9973,606,18822,18216,2596.88,continental,continental,127337.6701,127.3376701,CHS,2461.468,143.6191,46.8764,47.7726,123.7067,2908.0342,164.0934,2014.8141,67.678,69,27.2519,27,-402.9084,-375,494.1343,409,5609.93,273.409,-3089.17,-82.5945,30.43,21.5533,3.381,26.7155,2.143607421,1.989332676,0.28427859,1,27.7962,29,0.112686986,9,38,28,3.13227,29,2301560,21,0.60599252,0.570065209
TAN,315,Tanzania,East Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,9.4139E+11,941390.0797,5101839.775,-6.270199047,34.82340201,3359448.44,-795816.9062,0,9,1,1018.4642,1132,-10,5768,0,5768,19,979.3262,87.5919,21.8191,224.884475,206.6386,1270.0284,142.6593,13130.5,13665,0,41620,41620,5066.95,7719.99,7650,690,21668,20978,2092.03,mainland,mainland,,,,847.6539,195.1237,132.1674,29.8392,193.2545,968.4296,197.5019,727.4028,31.7114,30,27.4527,27,11.5682,-28,252.3343,244,2646.92,237.972,-1667.7,-13.0118,25.3999,20.6623,2.4143,23.8758,3.878010695,1.515696645,0.280889713,1,19.3467,48,0.429143471,1,49,19,8.30251,19,1296000,47,0.020392334,0.006568117
TAS,316,Tasmania,Australia,AUSTRALASIA,OWEast,Australasia,Old World,68501606791,68501.60679,2478446.155,-41.94278127,146.6009796,14144882.5,-4893827.98,1,0,0,373.2014,296,-9,1551,0,1551,9,1323.4465,24.287,216.2961,102.1297,63.5703,2987.1768,24.7216,17863.3,19010,0,34010,34010,6442.72,12194.6,13249,883,22288,21405,3839.22,continental,continental,81068.12964,81.06812964,VIC,1077.1959,86.7068,238.2766,16.0156,89.6204,1186.7527,84.2315,968.9585,13.0495,14,18.5123,19,128.5213,105,347.7132,320,2493.01,140.2,-1169.04,-38.0076,15.3586,11.9514,1.58325,15.504,4.554968996,4.111070156,0.574581037,1,24.4625,40,0.216529382,1,41,26,5.29685,27,4191920,40,0.540068391,0.420340692
TCI,317,Turks-Caicos Is.,Caribbean,SOUTHERN AMERICA,NewWorld,Neotropics,New World,420137345.9,420.1373459,214002.8487,21.80869292,-71.88207917,-6935627.224,2717171.752,1,1,1,7.2805,6,-1,26,0,26,1,680.9032,43.3985,108.4236,259.3874917,237.2592,1710.2128,202.5222,18922.4,17866,0,40086,40086,15192.5,13927.9,14261,1349,20692,19343,5797.01,atoll,atoll,863932.2437,863.9322437,FLA,454.8621,238.7051,226.1373,20.8143,245.4904,423.63,232.0663,487.4311,13.9014,14,27.474,27,257.9265,254,192.3182,192,1365.02,290.317,-683.658,-30.8267,0,0,0,0,1.014500713,0.832643151,-0.079018569,1,11.6179,4,0.131537541,10,14,11,1.52819,11,4682,3,0.258167841,
TCS,318,Transcaucasus,Caucasus,ASIA-TEMPERATE,OWEast,Palearctic,Old World,1.85533E+11,185532.7798,3058381.626,41.01421035,45.58313331,4400707.156,4803247.304,0,0,0,1065.7427,905,-55,4769,0,4769,12,664.5354,37.7059,100.0537,93.82273333,-6.9079,7751.6807,-58.8127,7858.62,7432,0,26711,26711,4117.74,4932.48,4798,67,16409,16342,2131.69,mainland,mainland,,,,560.5305,40.8156,104.6396,53.0821,35.4574,641.5947,46.5937,479.937,58.4098,61,47.3403,47,23.7472,25,184.7476,119,1742.44,120.741,-1076.31,-26.8207,24.8075,1.1015,1.13485,19.1205,9.744948387,9.761904716,0.988523573,1,24.6395,58,0.198347775,1,59,25,4.88719,28,3908370,41,0.187189119,0.134075377
TDC,319,Tristan da Cunha,Subantarctic Islands,ANTARCTIC,OWEast,Antarctica,Old World,170936206.2,170.9362062,72973.33608,-38.66534937,-11.15740385,-1079014.324,-4569232.028,1,0,0,765.5796,708,1,1962,1,1961,1,2182.4713,12.2102,451.3121,99.78238333,73.2357,2153.2612,44.3503,10825.5,0,0,29509,29509,11907.6,14538.3,15750,3308,18983,15675,4140.28,volcanic,volcanic,2508079.792,2508.079792,BZL,2484.3425,84.4247,-91.6561,14.5096,83.8036,2168.8494,81.1324,2832.5022,12.2484,13,24.8537,25,275.2166,290,-510.689,-538,3177.93,154.243,-913.279,-57.6744,0,0,0,0,3.88437139,1.797093451,0.364334548,1,,,,,,,,,,,,
TEN,320,Tennessee,Southeastern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,1.08937E+11,108936.9755,1959448.252,35.85105204,-86.34752902,-8331693.455,4287133.7,0,0,0,289.3737,248,39,1899,39,1860,5,1356.4891,15.363,270.8616,139.6550583,32.8417,7961.2349,-37.5633,13576.8,14442,0,23154,23154,3320.7,6592.6,6487,761,12550,11789,1118.73,mainland,mainland,,,,1594.9451,-41.36,-238.5041,181.0521,-83.5253,1407.9362,1.2893,1782.3467,223.21,222,138.3733,138,-51.5424,-41,-425.6497,-397,3050.97,169.332,-1694.51,-29.6345,29.4858,3.0425,3.227,22.2406,0.230366357,0.230366357,-0.646919763,1,21.9281,62,0.318533753,1,63,22,6.98484,19,4266990,46,0.419794795,0.192638759
TEX,321,Texas,South-Central U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,6.84965E+11,684964.5072,5931568.584,31.49694154,-99.35743679,-9585288.112,3815298.381,0,2,1,513.7184,421,-10,2549,0,2549,11,693.1776,43.0013,107.873,181.0180917,83.4563,7277.3159,1.1057,8005.85,7499,0,32333,32333,4247.68,4364.93,4097,469,17254,16785,1827.4,mainland,mainland,,,,1020.2613,49.2816,-326.6727,131.865,22.7296,668.5481,76.3293,1372.5342,158.4198,154,104.8272,107,25.1345,50,-679.0233,-648,2354.67,196.773,-1660.91,-15.6862,32.7179,5.9721,1.48285,22.5571,44.21261463,45.63081551,1.589151449,1,21.8505,62,0.186861628,1,63,22,4.08302,23,1828630,33,0.030152731,0.012858363
THA,322,Thailand,Indo-China,ASIA-TROPICAL,OWEast,IndoMalay,Old World,5.12816E+11,512815.7864,7846642.48,15.11989876,101.0149078,9746459.814,1898813.509,0,161,1,284.4791,179,-16,2552,0,2552,11,1493.8571,79.5856,48.706,261.1351417,233.5556,1877.5359,159.395,17575.3,15048,0,41123,41123,7180.07,8060.62,7328,10,20426,20416,2370.18,mainland,mainland,,,,1264.5712,245.787,232.0038,15.4407,246.8233,1488.4573,245.2479,1041.1548,14.4209,17,15.9279,16,9.3657,37,453.6389,414,4843.67,274.878,-3345.31,-13.6114,32.5245,21.7048,6.40465,26.7452,36.34380112,36.07205963,1.497304937,1,22.7186,43,0.231724666,1,44,24,5.26446,25,12596200,38,0.300952614,0.185651088
TKM,323,Turkmenistan,Middle Asia,ASIA-TEMPERATE,OWEast,Palearctic,Old World,4.71714E+11,471713.6505,5247765.998,39.12221813,59.3835262,5733280.705,4614960.261,0,0,0,200.7136,154,-77,2767,0,2767,11,164.3057,68.922,5.5129,153.0094417,24.3015,9937.8994,-37.5523,978.802,0,0,7219,7219,1141.98,919.693,792,0,3607,3607,397.143,mainland,mainland,,,,177.1837,108.5573,-12.887,44.4924,102.2545,175.6752,115.3569,179.1907,50.7911,49,37.6922,38,-11.3803,-13,-14.898,10,379.361,200.958,-215.026,-47.9055,33.3931,5.18333,0.6186,22.4142,3.176649142,2.325152874,0.342778863,1,,,,,,,,,,,,
TOG,324,Togo,West Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,57127441163,57127.44116,1639348.223,8.534910374,0.975845964,94229.06211,1084038.277,0,9,1,257.1424,222,-6,941,0,941,9,1190.3748,75.6446,35.5609,267.5333,249.2098,1391.4534,193.4132,12262.5,13202,0,27008,27008,4172.27,5802.22,6414,301,10386,10085,1577.62,mainland,mainland,,,,1645.9443,241.6546,-455.8537,25.927,233.1982,1208.9001,250.4733,2083.5137,34.3767,34,17.1519,17,-18.7606,-8,-893.4479,-864,4693.15,303.833,-3502.49,-36.2638,32.446,27.102,5.706,27.2493,14.12494757,15.41937637,1.08921369,1,8.32626,14,0.56012063,1,15,7,4.66371,5,11382,13,0.006828445,
TOK,325,Tokelau-Manihiki,Southwestern Pacific,PACIFIC,NewWorld,Oceania,New World,64761422.81,64.76142281,109901.316,-9.773851277,-164.6511358,-15886723.81,-1240603.145,1,1,1,9.45,7,3,22,3,19,1,2472,32.35,415.8,275.5916667,272.1,255.9,243.7,1321.29,0,0,29706,29706,5195.92,10803.2,10357,5540,16689,11149,3560.85,atoll,atoll,3737798.446,3737.798446,QLD,2904.1707,263.1951,-659.6,12.9,261.7317,2080.0244,265.0732,3730.9512,14.25,14,11,11,296.5,294,-1703,-1703,11768.5,310.658,-8926.1,-34.4,0,0,0,0,5.196903881,5.391711235,0.662755772,1,,,,,,,,,,,,
